artist,artist_id
William Eggleston,5PYBMKpEQE3NLMe2pmENVg
Patrick Shiroishi,2lHGXQLY8KwPpuxBRsINR2
Foodman,5uy4jdwShP6SNUYpTLEPjA
Spiritual Cramp,6cpzd2aRLmkE06P4lFFMlj
Baby Queen,4VqlewwKZJoIcA88PYHUDd
Tyvek,7azK2z2ta4tYMqDmrSOBBe
Mon Laferte,4boI7bJtmB1L3b1cuL75Zr
Aïsha Devi,4RtrEYqj2bINZ2HXWUG3j4
Daniel Villarreal,0fyMykWT1iIv2Xof7BQphz
Ace of Base,5ksRONqssB7BR161NTtJAm
R.E.M.,4KWTAlx2RvbpseOGMEmROg
Jockstrap,6S3Z6Me30mtdm526H17v8k
Empty Country,6EaW3JpcbKgWbfGCAD16oK
Alien Nosejob,0Qi0OyDidGJFDUEsxXuchH
Forest Swords,2VarlUiM6Lw0SA7BvwVPRP
Kevin Drew,64RGS9OBGsUWkopEtO5Cz7
Marnie Stern,7CHNUgkepqsMm9tYnwtVDt
Kevin Abstract,07EcmJpfAday8xGkslfanE
IAN SWEET,6mrOjLZyPub9LcecUarcMD
Bar Italia,6tYmTHApvspl6KAgTfHjAY
María José Llergo,70GBRlKEGjfueop2lfdQ4Q
Murda Beatz,3CbYyyd8wH3RT6t0jwpdzC
Sarah Davachi,2Swn6We5XXpyDz1YxRkprA
Drop Nineteens,1s5mUpjVtK0XAScRqlErSE
Amor Muere,6nrwVCgpbdrOfGiu8A0tVh
Buju Banton,4wLAjfeqAsV66AocWNcowA
Dave Matthews Band,2TI7qyDE0QfyOlnbtfDo7L
Oasis,2DaxqgrOhkeH0fpeiQq2f4
Tkay Maidza,1kMPdZQVdUhMDKDWOJM5iK
The American Analog Set,376EkILFaF7BFBHr9Rzn7A
The Serfs,4hGBPA9OiMmKdflu3mJO8o
The Mountain Goats,3hyGGjxu73JuzBa757H6R5
Brent Faiyaz,3tlXnStJ1fFhdScmQeLpuG
Marina Herlop,4ZG4S6skttdVhHz08AjMhR
New Age Doom,6iU5QzSQAqgii8yIGQp0Ni
Ragana,3SwRHVTRoAEOkggZnCSFzt
awakebutstillinbed,0NvYpRJfbFyOI4QdsLJ1Jw
Galya Bisengalieva,5XT7fo7ijBPZAWWzXDEaRh
Taylor Swift,06HL4z0CvFAxyc27GXpf02
Sampha,2WoVwexZuODvclzULjPQtm
Prince,5a2EaR3hamoenG9rDuVn8j
DJ Shadow,5CE2IfdYZEQGIDsfiRm8SI
The Sisters of Mercy,4HxBVyHaUa60eCSsJWxwWR
Lee Gamble,7rAD9Ws0ihREeDmgPS2ZL8
Wild Nothing,6NrkINd80slV25wkBu9mEB
Katie Von Schleicher,68UA9076k6lewTq2slA1FN
City Girls,37hAfseJWi0G3Scife12Il
Maria BC,1GRdVyqsikMsJrvHskjwry
Sparkle Division,2qJTi04qBpG3C0RR62l1Du
Pink Navel,3nQB6sjE13HcZ40bfly03G
Cupid & Psyche,3uKQW4XewUhWD0kkPPIrkY
Judgitzu,0yohUx24zZcspc1Xo0JcoN
Salmon Graveyard,3DIqTHY5BN20Jz3S5twiif
Blink-182,6FBDaR13swtiWwGhX1WQsP
Olof Dreijer,1Wxx3yxd6gZsNiAF1OwLk0
The Streets,4GvOygVQquMaPm8oAc0vXi
Offset,4DdkRBBYG6Yk9Ka8tdJ9BW
Green-House,3ABaec4jjl95VqmG1iD4k2
Lost Girls,6Kw9BTxzFraz25S8HCe8pQ
Jim Jones,6AMa1VFQ7qCi61tCRtVWXe
The Feelies,4UETUdF77BfyJ7fEFVztr3
The Rolling Stones,22bE4uQ6baNwSHPVcDxLCe
The Drums,0p5axeJsbtTCXBrRVoKjwu
Jay Worthy,7jDblfQQLFAZCKXFfoGZ9Q
Tex Crick,6tZLFWPPLQRWjRaDAhVYu0
Sarah Morrison,5yqp5ffhArEoaLEAHKteDb
Vanishing Twin,4idG41ELGGRKuiHLc3VLc5
Westside Gunn,0ABk515kENDyATUdpCKVfW
Devstacks,4Ijbgdusp7syatYSHIIulR
Squirrel Flower,7bI1v9NGBBhq8iGfytctni
Jamila Woods,4UodukR17NIQfNu5uaqm9B
Holly Humberstone,0nnYdIpahs41QiZ9MWp5Wx
Troye Sivan,3WGpXCj9YhhfX11TToZcXP
Helena Deland,0BJeP79i5wKgCqsEEiQ7G0
Call Super,1FVo44KTXqxo3JxXADWTd9
Slauson Malone 1,6mWYIx4qV7et94cpRRU77N
The Waitresses,57AKOY1SF1062tuVzgAPv8
Boygenius,1hLiboQ98IQWhpKeP9vRFw
Joni Mitchell,5hW4L92KnC6dX9t7tYM4Ve
Truth Club,3GdOXWzNWcFrrUD9VentQC
ĠENN,5mZ836Fy59tOJEcqWfN771
L’Rain,2kCcBybjl3SAtIcwdWpUe3
Meernaa,6x8L59xNfuXIM7UfzoSe7g
Mutual Benefit,0AUwa5xmiy57qdGlOksvea
Babyfxce E,7a8ZndeHGrkS7xIM8060Xw
Maiya the Don,6S6u5pS5ywg7rv50rhpobQ
Mary Lattimore,38MKhZmMRHAZRz8LqtKIBw
The Darkness,5r1bdqzhgRoHC3YcCV6N5a
Hüsker Dü,16bN8mhtDFdegWbg0z3s10
Drake,3TVXtAsR1Inumwj472S9r4
Hannah Diamond,3sXErEOw7EmO6Sj7EgjHdU
Too $hort,4sb7rZNN93BSS6Gqgepo4v
Leo Takami,5BcEkkXtKVgfIdKUV5rKn0
Pangaea,08Z0yhWGksNk3wceqlCeGE
A. Savage,1MK90Dn9tMbk16g2Vb2NQp
Hemlocke Springs,52PdgUJOjvS6Mpmjy1SAlx
Lewsberg,49q3PS0SzgbyvWDwZj7qg5
Cherry Glazerr,3pIGm1omCcHIb1juBNHspg
Slow Pulp,2JFTRDi5v7JtqoouVe1z5D
MJ Nebreda,1h6b4y2ObngnFpgEwry7Fy
Setting,0e9oqWi0jdx4q0B5CQDLXo
Armand Hammer,3SCI7sXHUZIeDKMWC5NT9C
Modern Nature,6qmQYC8FDqqdpsJDNCb1ms
Teenage Fanclub,2Sp19cOHSqAUlE64hekARW
Thanks for Coming,3dbSL43i8580GLWJRknu9w
Jorja Smith,1CoZyIx7UvdxT5c8UkMzHd
ShittyBoyz,0ztFqsZLzjkKU2aRyeqQ9S
Mary J. Blige,1XkoF8ryArs86LZvFOkbyr
The Who,67ea9eGLXYMsO2eYQRui3w
Animal Collective,4kwxTgCKMipBKhSnEstNKj
Cleo Sol,3ETLPQkcEd7z4k3IbZmXMq
CHAI,0NZsNnETGPWLKJj2Y0vpBx
Nation of Language,5JWBow4ywgKNQ5HBxY8hcz
Loraine James,536qHynzDH1QviwhWY9dE3
Chappell Roan,7GlBOeep6PqTfFi59PTUUN
Eartheater,18ca9d5EU5R1AhVKPR1cm0
Laurel Halo,0sRVVDpgF2sKzPBkDszzUl
Devendra Banhart,1YZEoYFXx4AxVv13OiOPvZ
Alain Goraguer,2yenSHFA1v0ZsCMFWr5N1M
Doja Cat,5cj0lLjcoR7YOSnhnX0Po5
Mykki Blanco,2tSv9mEQSuNVMGr9qjYfkr
Föllakzoid,7djT11AqtEBzdME1OGFfxL
Sam Cooke,6hnWRPzGGKiapVX1UCdEAC
The Replacements,4WPY0N74T3KUja57xMQTZ3
Alan Palomo,1WdIwKJe6rahNw6FwDLyxd
Vagabon,17mwzDXKn4ra9cuxXaptwp
Lydia Loveless,4aZmKktp90vPbhbdgf2fpn
Kylie Minogue,4RVnAU35WRWra6OZ3CbbMA
Lil Peep,2kCcBybjl3SAtIcwdWpUe3
Baroness,3KdXhEwbqFHfNfSk7L9E87
Octo Octa,2GH8Mzo3Ur1AdOnGUUpt17
DJ Sabrina the Teenage DJ,7mhv3pjuY4JRkMKuUK9mPh
Eli Escobar,3J8gnwzixjNXj5gM6a7h93
Tomb Mold,1zFGR4NaBbCDBGwifPKGfM
Ralphie Choo,5qjnPRE33rMgYAxIjGUrI7
Irreversible Entanglements,5XqyqoLZXA69lCNyBT3f89
Subsonic Eye,6nRhwtv2bwuDvPijPCjcie
Pharoah Sanders,3JLUCojZaHrX2LaUkSj7Ud
Mitski,2uYWxilOVlUdk4oV9DvwqK
Corinne Bailey Rae,29WzbAQtDnBJF09es0uddn
Kipp Stone,3KSsoLvVR3TTJpzRReIs3X
Sparklehorse,64tVHZVSAZhDEiOJxnb6hE
Gaika,0UfkASflCl1ECJ0QoxQxjV
Les Rallizes Dénudés,1LxdCpPSFpzNBKyQI22aDz
Róisín Murphy,3qwabfaWewpfli7hMNM3O8
Teezo Touchdown,0fGcIStdT1OpFFhOC7Wp36
"Babe, Terror",4uXWmtmigvDH9gyDa96XY3
Sid Sriram,7qjJw7ZM2ekDSahLXPjIlN
Romy,6cJxlOHcaXLNUUKYkSecTd
Angel Du$t,2ynylCO9SRPTKjgNEH0Y2a
Olivia Rodrigo,1McMsnEElThX1knmY4oliG
Speaker Music,4sCFc1SiXpzMS8lthP9DvG
Linda Martell,78adFi9EyRkMh3CTIatrV9
James Blake,53KwLdlmrlCelAZMaLVZqU
Anjimile,4CmXLOB2gQfewLf8iTbNVp
Alan Courtis,5Y7iJYhrTiihtH6hmph8fR
Slowdive,72X6FHxaShda0XeQw3vbeF
Prewn,1Sm5PqM25CcIBtKSvZz9iS
midwxst,7CGSp2GbiOpLPSq61qjxf8
Deeper,2OdkcNnvSRbVRcziM3OK2S
Tirzah,6f5lOlSFJw9K79gaNnmWAd
Sprain,1V0lOaoLxdCQjOmrnpvhwq
Real Bad Man,1AmknJ29fbA6ahZXxFCNLE
Jeff Rosenstock,0wNZvrIMNUCs24G0wFg2D6
Speedy Ortiz,6YHfq8Pg3lZPo1u0PaQ8ob
The Smashing Pumpkins,40Yq4vzPs9VNUrIBG5Jr2i
Ratboys,1SoBNpuC0N4nvaQFENS0qf
Emeralds,45btnwhUWFlR7Op5oTfDPv
Sylvester,5TGTpu4g8siFOIctZuQO7y
Hella,1n861RIk6CTAWncgHR9UHg
Ruth Garbus,4n4AixYCSIn4H5BriyTEhm
DJ Muggs,7pDkjftAxiFHomWsPNkapS
Diego Raposo,1rGSYidxwKVwew2k0cuUFi
jaimie branch,54T6Gso8zGPk4czyWlnUw5
A Giant Dog,0PL9vFj7i7uKg74WpLohnG
Ovrkast.,4YISTUJnoZtAy6LjgOpRL7
Drab Majesty,2CSEKlTT9empsZ8vZWsrKO
Victoria Monét,63XBtGSEZINSyXylZxEUbv
Fiddlehead,0q6u5HyVK4zwGuzEtqjHqa
Hozier,2FXC3k01G6Gw61bmprjgqS
Diners,5d5zCtQbxnmPLkOZAuw9lp
Hiss Golden Messenger,37eqxl8DyLd5sQN54wYJbE
EST Gee,4FlG0V0jhLO4qGpayFOphj
Quavo,0VRj0yCOv2FXJNP47XQnx5
Margaret Glaspy,13YVfXddjRIUrubItJjadb
jaydes,5zI4LODdVYwnKZHv4mDHRv
Buck Meek,4mYY0UqYdvgdz60psupYBR
Key!,2tMOCIpxj6jwM9e6pmwGiP
Horrendous,1Na6P4MqOassrZtvT9Z12s
DeYarmond Edison,6arKuGbH3PuYfGN6yJ7RA9
cumgirl8,0Y0U54wBpoCl8KvkYc9Ej6
easyFun,2IRRnJ7AkcLnqMX8jvQqrW
Lyle Lovett,0zlJDQgqnr9AocrH9gs1Es
Jon Batiste,0eRbECAGCLLiTyVXPBRexU
Arnold Dreyblatt,5opbfZtkki2MAmAmuLakc5
Rhiannon Giddens,1EI0NtLHoh9KBziYCeN1vM
Mr. Greg,1EfhVeO6Oi24r13WXUPyvn
draag me,3c78RGXMpRW2lwP8NQeUQ2
Clip,2J257euzcjnDLipsyJH3F2
Neil Young,6v8FB84lnmJs434UJf2Mrm
Defiant Presents,6kOvJAZH29zNIKqPLOEC65
dreamTX,2GfLt6EIU2Lhg53DljRCue
The Hives,4DToQR3aKrHQSSRzSz8Nzt
Lea Bertucci,5skndjHcdgjWqKBYlmEXou
Andrew Hung,4zXroEby35IgWPERRcW4Ay
ICYTWAT,6bVRNVg2f91pCAyKnrIOW0
Tomu DJ,3IkZulWyXacENlNykgnmwh
Keith Jarrett,0F3Aew9DSd6fb6192K1K0Y
Noname,1EpyA68dKpjf7jXmQL88Hy
That Mexican OT,3BAgmPNIK5IJl7zMK1wvMA
Reason,6XpXnnKHIhCOUbOLOJGe6o
Public Image Ltd,70MMkLXtue3Edj3RJhJkYp
Dhanji,1OVeQPd27s1MkICbzBfZTV
seventh stitch,0Xrmx9ZsJRyS4BGif9OEdm
Julee Cruise,4Pt1HZtuJwrQB8l0ES5iTX
Mikaela Davis,6CbL78A3tB1CPFoduF7UM5
Siavash Amini,7Ef6YFLZjlHkCcpC8fFSZo
Madeline Kenney,2mirb9SKAm6IUHtPwreoqN
Bush Tetras,2X2Q1fpEwW7WtZxXb4acYb
Mark McGuire,2w7aH9RfRWfODKlj0WI8By
Iceboy Violet,2MWAoLoDTgex9peOU2Uc4C
Art School Girlfriend,3rtvvt1kuQ4luEWq8epaHD
Lauren Auder,5rxf4rjZ5lyhKt7DWM5dLL
Girl Ray,0MoDfakkeeD4FwftxAXwEd
Gordon Lightfoot,23rleGXVOVVgTk3xgtmfE4
Bethany Cosentino,22T82q6dMFYUMb287TzRoI
Georgia,3fv1elKehnioOSA7bK0SlB
Gaadge,4XyJqHmD6pUab8kzU7l4yB
Carly Rae Jepsen,6sFIWsNpZYqfjUpaCgueju
Ziúr,6Wpezkbiv0IrYhUs5eajUv
7038634357,2k55GlZ4XckJwuYEQ4HJAO
John Coltrane,2hGh5VOeeqimQFxqXvfCUf
Jessy Lanza,4b99uGDv75xD1n2QHuPRDN
George Clanton,1G5v3lpMz7TeoW0yGpRQHr
Elliott Smith,2ApaG60P4r0yhBoDCGD8YG
The Clientele,3xZBpeXHkSjTKQIR1OeKN0
Nas,20qISvAhX20dpIbOOzGK3q
Beverly Glenn-Copeland,2bN5hXtWZXEIfnHO34eXfe
Andrew Bird,4uSftVc3FPWe6RJuMZNEe9
Nina Simone,7G1GBhoKtEPnP86X2PvEYO
Outer Heaven,1JsmMPIpC3NY8JUcUj8AbU
Mother Tongues,5hSQzNi3OjFwQmAfkrYTdz
Kode9,5Z3GyWBvJZgJ35TS0cmXll
Strange Ranger,3psutwIiyR5tfTM1TTNxFv
Valee,4hRL2QmahOYxXNmNKtG1AI
NewJeans,6HvZYsbFfjnjFrWF950C9d
Dionne Warwick,2JSjCHK79gdaiPWdKiNUNp
Mort Garson,0WmzT6tMLhdST5BfYagbha
Jim O’Rourke,46urSPEzIrRVqKqciwOq2f
Lindstrøm,2vTtjIqZ7hW0W15t1ApKTB
Snõõper,197lTCdMFPariBJ2Xd1xNb
DDG,0WK3H9OErSn5zKOkOV5egm
Disclosure,6nS5roXSAGhTGr34W6n7Et
Palehound,4AgusFXPk24LCGMMplX34M
glaive,4cJKDGSv4Dz9QycXYmo565
J Hus,2a0uxJgbvvIRI4GX8pYfcr
Haviah Mighty,3UROQ34SGxV7h71Z3Gqp8u
Colter Wall,3xYXYzm9H3RzyQgBrYwIcx
The Wallflowers,0jJNGWrpjGIHUdTTJiIYeB
Blake Mills,4LhV33vJvXmFGSM3m5RzUR
Natural Wonder Beauty Concept,5fuCjaj3t1OkkrMH7EjuLu
Penguin Cafe,6rAZ6OYwAXqykSlPxqGy8E
PJ Harvey,12VaqyEhgwDRuFfEqbnrpz
Ceramic Dog,7jAeRfT8LYCxydM2Y1Egvn
Big Jade,50ZeZoB1p1mg7V2iGTI6od
Freak Heat Waves,07Owzhi4WDxi731LiJ2tG0
Lord Jah-Monte Ogbon,1Xxg6sCMl7PmZCdolPyxh0
Downtown Kayoto,1iq8YeJvyhHB44r0bJj8RR
Julie Byrne,10duXbKJkvdGK5RgktEnxV
Tainy,0GM7qgcRCORpGnfcN2tCiB
Little Dragon,6Tyzp9KzpiZ04DABQoedps
ANOHNI and the Johnsons,6VJZYivuYJGCrPuOAnI7Qo
K-LONE,3qbnxnvUqR14MJ9g8QwZJK
Lauren Bousfield,3RSVE1IZ6vEWn1IXW9TBkv
Lucinda Williams,60ht0hWRy1yjUDfNsLuHuP
12 Rods,4aPT61obombRBkg2Fx69i2
Sweeping Promises,5k9qBHdkzsibPmFJp1XIAt
John Carroll Kirby,7FQiZr787umw7P5dO3zqld
Chester Watson,1vmLIa1VRY38hZoar8AyYS
Veeze,0B3kMiB21aPQlKumGDr4c7
Pat Metheny,4uBSazM6snEc9wCG3jMlYt
Key Glock,0RESbWvOMyua0yuyVrztJ5
Lush,3ysp8GwsheDcBxP9q65lBg
The Durutti Column,7fh7bwX9qV60tLxxsp9bTe
Joanna Sternberg,2qDa6aEDJtMIQMb6IddWaI
Grian Chatten,6XyAI3jtlsss5mJjAAJXzE
The Japanese House,3IunaFjvNKj98JW89JYv9u
Divide and Dissolve,4YmPo9Zke9OYNmV5WW7CMS
Sonny Rollins,1VEzN9lxvG6KPR3QQGsebR
Destiny Bond,4XGRuOMAK9ritE48mxQgYs
Arthur Russell,3iJJD5v7oIFUevW4N5w5cj
Young Thug,50co4Is1HCEo8bhOyUWKpn
Mike Dimes,6rIaHuCIUu32uj2CjlEBN3
Amnesia Scanner,2J3LwjEkmryU6BSAubwbMF
Militarie Gun,4us4NMG5wuqdUZvthZrj0Q
Coi Leray,6AMd49uBDJfhf30Ak2QR5s
Rrose,5naKaYAyzzuPDsh4H2dwyT
Wye Oak,5SjNVG3L9mgWQPsfp1sFDB
Albert Hammond Jr.,1Li0eIWeMeWcOOWpImcG9H
Godflesh,5A4ebXQf38xWIq0xSWLhsS
Savage,3NRFinRTEqUCfaTTZmk8ek
The Dream Syndicate,1l0eT7EY5r7U1gMVm2SyoS
Kim Petras,3Xt3RrJMFv5SZkCfUE8C1J
Meshell Ndegeocello,0uZRjholJ0fVC2J9EvnYnj
Bonny Doon,0AL8XXRh7fUrHAMLoDv9rn
Drive-By Truckers,1rXr1ZnvbRoYBaedIl9v4v
Bettye LaVette,55U998XxmxjicLMKDSz6R3
Sigur Rós,6UUrUCIZtQeOf8tC0WuzRy
DJ Rude One,1x9sMXD2TX0VV1mwJ35PlP
Jayda G,3NKVm2Jedcf6ibJr6pMUVx
Queens of the Stone Age,4pejUc4iciQfgdX6OKulQn
Caterina Barbieri,61WgG5fz5ilJrMne7tE1zu
Greg Foat,20HVrU8f5rcNg2aZkMiSP0
Feeble Little Horse,2GJa7lPCjAB1rKXptXrfy8
BabyTron,0sKsReKseslDlhxmbN6wLk
Christine and the Queens,04vj3iPUiVh5melWr0w3xT
Jess Williamson,784kOgkd1H6jU4KgPMYHi9
Jenny Lewis,5cMVRrisBpDkXCVG48epED
Kassa Overall,7qzzcFzliEAHMlDA9qaRVf
Aja Monet,6dclGxWbiv1ScMQwT5INQF
Speakers Corner Quartet,3lyeudxub9rOtJjF15IzxH
Rob Grant,5Y1ry2fgj4VzEjWndZu8Rw
Decisive Pink,2gimLFOH1mSmd8EAjmyQEC
Dudu Tassa,3AoetF4LFZLRJjfuy071mz
Labi Siffre,5CzlICF8GCY0pRC82MKrhX
Janelle Monáe,6ueGR6SWhUJfvEhqkvMsVs
King Krule,4wyNyxs74Ux8UIDopNjIai
Jason Isbell and the 400 Unit,3Lg3FGwBxOGuefqekQzRUf
Jam City,4jEa9eTpzzkuDQ9JMr0LT3
Witch,13sKsnhhn9nyyYVbOl7dLD
Protomartyr,2YFBqMMiIIL4XyiEwqySUQ
Rufus Wainwright,2PfBzriIMRsCXPDtSy9vg8
The Stools,1mkFtaX80plQVUvSyi9rEy
Foo Fighters,7jy3rLJdDQY21OgRLCZ9sD
Bully,34LdbFt5sVXKTJOzf1iExQ
Sans Merit,6ArU4k8PS1STHehmWH770a
Coil,37KB5e6cGsN1AQAB9Omm1U
Lil Durk,3hcs9uc56yIGFCSy9leWe7
Beach Fossils,1bwUhKRmEkOZ1wuTnV9XjC
Asma Maroof,3M0fgfa1aAaEsXPzXuh3Qb
Kari Faux,4c2ighP1wj8E5dVGJDCOiB
Stuck,3YJDqtTSjydvUpTvU1fJ6O
M. Sage,7Hu7HZdK9fwYiMyqtCICVR
Arlo Parks,4kIwETcbpuFgRukE8o7Opx
Califone,3mv2eHwrIONSkviASDMRMa
Clark,6VUdDU44uo3KwSHc9lAEFE
Gia Margaret,7fnMav7xXJwwjbyWbSjF4C
Sparks,7pwjGKaqnfkvS7eQbHaqyH
Fridge,5g9s6dQAhse0qgjQOKQXHG
Summer Walker,57LYzLEk2LcFghVwuWbcuS
Satsuki Shibano,41uROYFIU6V6D0dHUdpS6c
Galen Tipton,4yk43MhqPWsrrzoRyoMZhv
Paul Simon,2CvCyf1gEVhI0mX6aFXmVI
Heem,0ywBEn3tITirlskY3SZBei
DD Osama,4JpFNbLvh0BGXAubKIthEM
Kaytraminé,5oifjQw72WO7Jut07fVWMy
Charlotte Cornfield,59aqTTQGnvttJ4BCThaABZ
Slowspin,6axiqgCSTRUW0RJ4J8lO54
Blawan,64kN9EkSTHYhda2FupL0KI
Brandy Clark,5vMAKlvvMNSRQRYCAvpG6S
Mega Bog,0zodxoaogKBIOzB0c0zFUO
Alex Lahey,5kdYrM3h2sB1Eid5tDf6Hk
Tanlines,6dkbEAvVoHTs3p1WyyEwJL
The Lemonheads,6w7fc6IZlo5zwBaKT5jU1X
"Mandy, Indiana",2nDJxXJ7PtW7eLpFXcGH3u
Lewis Capaldi,4GNC7GD6oZMSxPGyXy4MNB
Isolée,6FfTOJJ5iO4tRG80MG5Ovj
Seán Barna,3xKcObyMhutFPBsLagOXLG
Sqürl,1UXCB5V3DpKjiTGkVodQYA
LCY,4UUWo1AiaKMCi76yo69O1U
RP Boo,678aHai0twQ5ZJcqO1KYWl
Highway,6e7QpHYqEiyJGiM98IysLa
Memotone,06BsriLouCsm19PPRownfn
Madison McFerrin,02zPEtdzUWnPToEVLRiQ7e
Oval,1Yti3CsDazWVjNMXBHx1Af
Midwife,5vjIHa1u3TnOlDvVDR9qQa
Cusp,07nDyiBj44NtwrqJJ54Or8
Ofege,05LK9pT8ScfWNT0UbDsyqe
The Dead C,6TA37XSAq0gFy4lI3LMSHq
Overmono,01PnN11ovfen6xUOHfNpn3
Ruth Anderson,5yTck61lCDNIj2p6zbCqjB
Bernice,5gpIHPSqWFnsv9UAwEGN0s
Beta Librae,5aOx0DSs7guwHbcE4R4FIx
Tony Shhnow,6w1PsA3Lux2vlfaymj66w8
Fred again..,4oLeXFyACqeem2VImYeBFe
SBTRKT,1O10apSOoAPjOu6UhUNmeI
Westerman,09s6bLEw45wioK9ytf3nsA
Felicita,2QWW8kttouNq712ROBjFSL
Éliane Radigue,1oG3G8tFIIseWu474ardvh
Greg Mendez,3pGNoAJX3UVctU6X8eG55h
Cloth,3ZKUFIrYS6aAgIxu5AfTX5
Zoon,1kGt1OwoeqO8aaTBB3TfiC
Beanie Sigel,0tCtGc5vt29zFZp6KXzN50
Mike Dean,5TAipisjquAkq2o7lzMJyc
7ebra,425zLTPcp673F9ybc3Zcja
NxxxxxS,36r4ltZmLqtiDBdAs9XSqn
Y La Bamba,6eb2gxfoBSQhmDYkQKz93b
JFDR,5Lg2eWJA2ZmMnZszOYPMCJ
Martyna Basta,0vRyt5xtZZ8cve0YTSxNIw
Baby Rose,6Z4JcgqrqgysyHIPRtDIHo
Braids,6JX35IQ1Yw84Yjzq2Y5p5i
Jack Harlow,2LIk90788K0zvyj2JJVwkJ
Smokey Robinson,0h9smro0z3HqUbD94jotU8
Avalon Emerson,4yrO1N273PlTaixa4BNwBz
Dazegxd,59e7YxjDTqYuyxi0kTt4fL
Superviolet,49B8mk1ywQNFmIYthC2p8P
Covet,46iJ1VD4HKFnqjISGqlZkV
Ryan Leslie,3aTMDZLtkFlYQfQL7bzccp
Beach House,56ZTgzPBDge0OvCGgMO3OY
Jessie Ware,5Mq7iqCWBzofK39FBqblNc
Bill Orcutt,49ECnwhYzm6Nu97puMvwjG
James Ivy,7t8sK02zmZ9f6e6eJA9oSJ
Ron Morelli,3l8tiiJagegHYKPqCdbnla
Bill Evans,4jXfFzeP66Zy67HM2mvIIF
Remi Kabaka,41Id5Nkp6shYojr77pNHNM
Portrayal of Guilt,1Uwe1MbiKnPHAFh3qMWuNp
Matt Ox,2J6pigOrBmKQgqJUY5UM7r
Bell Witch,6lZ0xXnt7D1JXxv03XLX0K
Esther Rose,2oHUiSQkf9M1TELQvNJJPs
Jesus Piece,5ZPr0RHsR3DrAhtsYMsfHR
Rắn Cạp Đuôi,0iak64YD6N2iatxR5wBQl9
Redveil,5BwsX8bXOFC1YnqSlyfOKM
Mark Jenkin,4Okg3R9otlrau2ukh1lpTA
Dreamer Isioma,6u6AbTVrbabv27DLcSrF8i
The Byrds,1PCZpxHJz7WAMF8EEq8bfc
Everything But the Girl,13ccXrK7AmXb4TddMkE7jy
MC Yallah,5JEqaMjU6dwGqFJu2wn5Gg
Fenne Lily,7iPH2BRBF9wKa6ljxvdext
Shawny Binladen,0JfrGVffhKwF36QHW9HXOL
Dinner Party,6p70iKebfMSl8zbkiEwOtS
Poison Ruïn,0WHVA5E3ZEY5mxGkMYqPuB
Kiko el Crazy,3NpG6SsHaQETkdQVZH6V1E
The Tallest Man on Earth,2BpAc5eK7Rz5GAwSp9UYXa
Jana Horn,1LrML89CKJhZjgji63Bvx1
Patrick Wolf,6s92YZUPkTK1HL1WIGrPKE
Shannon Lay,1Kssd2mp7BMKGZUUKncUt6
Bruiser and Bicycle,06ySZdJ1MzvRgjsNHKzAeM
Nerver,08qh6Hnym0WaltxdhFsNDI
Kara Jackson,0W9bMhPWFmnO2u2ejaVDlC
Terry,12fRdeKejG8BBzybGf0ygk
Material Issue,3JqoJ9CMC1y6iLHz5zZLut
Feist,6CWTBjOJK75cTE8Xv8u1kj
Braid,36gdsrHzKZ0Wyb3uH7ZbEv
Daniel Caesar,20wkVLutqVOYrc0kxFs7rA
TisaKorean,6lEhBhAv6HOopjXssi09cq
Desire Marea,7xfBWpNiwO2yteiY68OB6C
Rae Sremmurd,7iZtZyCzp3LItcw1wtPI3D
Nathan Fake,5rZVjGkZZI4TnpMHQwrxfG
Ben Sloan,2vDu3SaOscvqL3DKIFPYOz
Thomas Bangalter,41vv2Tj1knysv6MuFUmdwi
Marta Złakowska,7uzJylrHeqEmLnGQyfU7Hs
Yaeji,2RqrWplViWHSGLzlhmDcbt
Calvin Johnson,4L0x6V9ckwc4QhR069mk9M
Daughter,46CitWgnWrvF9t70C2p1Me
Raphael Saadiq,6g0Wah2YFtb1rFgKhUktlo
Alan Braxe,24JRvbKfTcF2x7c2kCCJrW
Pépe,07AMonlLsjj4dHFU2pRjdZ
Nakhane,2nrShcJFP8D5bQT8RgdBhH
B. Cool-Aid,2Ng5YIxfFxELV3scQVISlB
Duo Deleite,2DDED5VCm0DcbyT9I1FhpO
The New Pornographers,4mO4aGO6u29UyR6XLZR9XW
Luh Tyler,1K15GRZZATsCJyGJ4bYiEz
NOIA,7ME5Ue2P7g1BP11FRWr7LA
Elton John,3PhoLpVuITZKcymswpck5b
Tzusing,7Ifvnt1HhJ0b1QwOxLAu2s
Warren Zevon,3mY9Ii0cL5SQxpOTAm8SHx
The Hold Steady,3qkZBMz5JgmRN9u5wwhRC6
Chlöe,1FtBEIWAwvw5ymBen5GICR
Ada Rook,1x1MfkVjf8yEzwKhAYZtPY
ICECOLDBISHOP,04zbRSHjzlQYvV31SW7qZ4
Punter,78DkmypT85YhWVhEeyQdeN
Purling Hiss,6Gszli53yrTnLQufwn34MI
6LACK,4IVAbR2w4JJNJDDRFP3E83
A Certain Ratio,2vygNfdnPBXah21ZrqhxYk
3D & the Holograms,7vi8JClPFvocAa2EnvUoCV
Caroline Rose,06W84OT2eFUNVwG85UsxJw
Angel Bat Dawid,59lypjMPo7ZILhNMCgaE19
Liturgy,5PIuMlRY9PSLUSFzs6lQu1
