artist,album,score,genre,label,reviewer,year,review_date,length,url,genre_clean,genre_list,genre_cleaned,genre_len,main_genre
Big Freedia,Pressing Onward,7.1,Rap,Queen Diva Music,Matthew Ismael Ruiz,2025.0,2025-08-11,705,https://www.pitchfork.com/reviews/albums/big-freedia-pressing-onward/,Rap,['Rap'],['Rap'],1,Rap
Vylet Pony,Love & Ponystep,7.8,Electronic,Horse Friends / 32.7 The Creek,Kieran Press-Reynolds,2025.0,2025-08-11,1025,https://www.pitchfork.com/reviews/albums/vylet-pony-love-and-ponystep/,Electronic,['Electronic'],['Electronic'],1,Electronic
Toni Braxton,Secrets,8.0,Pop/R&B,LaFace,Clover Hope,1996.0,2025-08-10,2400,https://www.pitchfork.com/reviews/albums/toni-braxton-secrets/,Pop_R&B,['Pop_R&B'],['Pop/R&B'],1,Pop/R&B
Nick Drake,The Making of Five Leaves Left,9.0,Folk/Country,Island,Grayson Haver Currin,2025.0,2025-08-09,1288,https://www.pitchfork.com/reviews/albums/nick-drake-the-making-of-five-leaves-left/,Folk_Country,['Folk_Country'],['Folk/Country'],1,Folk/Country
Amaarae,Black Star,8.8,Pop/R&B,Interscope,Walden Green,2025.0,2025-08-08,853,https://www.pitchfork.com/reviews/albums/amaarae-black-star/,Pop_R&B,['Pop_R&B'],['Pop/R&B'],1,Pop/R&B
Ada Lea,when i paint my masterpiece,7.3,Rock,Saddle Creek,Marissa Lorusso,2025.0,2025-08-08,554,https://www.pitchfork.com/reviews/albums/ada-lea-when-i-paint-my-masterpiece/,Rock,['Rock'],['Rock'],1,Rock
Mal Blum,The Villain,7.4,Rock,Get Better,Liam Whitworth,2025.0,2025-08-08,655,https://www.pitchfork.com/reviews/albums/mal-blum-the-villain/,Rock,['Rock'],['Rock'],1,Rock
Ethel Cain,"Willoughby Tucker, I’ll Always Love You",6.7,Rock,Daughters of Cain,Olivia Horn,2025.0,2025-08-07,1045,https://www.pitchfork.com/reviews/albums/ethel-cain-willoughby-tucker-ill-always-love-you/,Rock,['Rock'],['Rock'],1,Rock
The Black Keys,"No Rain, No Flowers",5.4,Rock,Easy Eye Sound / Warner,Stephen Thomas Erlewine,2025.0,2025-08-07,705,https://www.pitchfork.com/reviews/albums/the-black-keys-no-rain-no-flowers/,Rock,['Rock'],['Rock'],1,Rock
Ali Sethi,Love Language,7.3,Experimental / Pop/R&B,Zubberdust Media,Bhanuj Kappal,2025.0,2025-08-07,880,https://www.pitchfork.com/reviews/albums/ali-sethi-love-language/,Experimental / Pop_R&B,"['Experimental', 'Pop_R&B']","['Experimental', 'Pop/R&B']",2,Experimental
Metro Boomin,Metro Boomin Presents: A Futuristic Summa (Hosted by DJ Spinz),6.8,Rap,Boominati Worldwide / Mercury / Republic,Matthew Ritchie,2025.0,2025-08-06,973,https://www.pitchfork.com/reviews/albums/metro-boomin-presents-a-futuristic-summa-hosted-by-dj-spinz/,Rap,['Rap'],['Rap'],1,Rap
DJ K,Radio Libertadora!,6.5,Experimental,Nyege Nyege Tapes,Harry Tafoya,2025.0,2025-08-06,1110,https://www.pitchfork.com/reviews/albums/dj-k-radio-libertadora/,Experimental,['Experimental'],['Experimental'],1,Experimental
Xaviersobased,once moreEP,8.0,Rap,1-chance / Surf Gang / Atlantic,Olivier Lafontant,2025.0,2025-08-06,702,https://www.pitchfork.com/reviews/albums/xaviersobased-once-more-ep/,Rap,['Rap'],['Rap'],1,Rap
Heatmiser,Mic City Sons (30th Anniversary),8.6,Rock,Third Man,Jayson Greene,2025.0,2025-08-05,1279,https://www.pitchfork.com/reviews/albums/heatmiser-mic-city-sons-30th-anniversary/,Rock,['Rock'],['Rock'],1,Rock
AraabMuzik,Electronic Dream 2,6.6,Electronic,Genre Defying Entertainment / D Productions,Andrew Ryce,2025.0,2025-08-05,941,https://www.pitchfork.com/reviews/albums/araabmuzik-electronic-dream-2/,Electronic,['Electronic'],['Electronic'],1,Electronic
2pillz,PILLZCASSO,7.1,Pop/R&B,Warner Music Vietnam,Joshua Minsoo Kim,2025.0,2025-08-05,842,https://www.pitchfork.com/reviews/albums/2pillz-pillzcasso/,Pop_R&B,['Pop_R&B'],['Pop/R&B'],1,Pop/R&B
The Armed,THE FUTURE IS HERE AND EVERYTHING NEEDS TO BE DESTROYED,7.8,Rock,Sargent House,Alex Robert Ross,2025.0,2025-08-04,816,https://www.pitchfork.com/reviews/albums/the-armed-the-future-is-here-and-everything-needs-to-be-destroyed/,Rock,['Rock'],['Rock'],1,Rock
Rounak Maiti,Brute Fact/Home Truth,6.7,Rock,self-released,Bhanuj Kappal,2025.0,2025-08-04,650,https://www.pitchfork.com/reviews/albums/rounak-maiti-brute-fact-home-truth/,Rock,['Rock'],['Rock'],1,Rock
Tommy Genesis,Genesis,6.3,Rap,Ultra,AJ Morris,2025.0,2025-08-04,649,https://www.pitchfork.com/reviews/albums/tommy-genesis-genesis/,Rap,['Rap'],['Rap'],1,Rap
Shudder to Think,Pony Express Record,9.1,Rock,Epic,Philip Sherburne,1994.0,2025-08-03,4282,https://www.pitchfork.com/reviews/albums/shudder-to-think-pony-express-record/,Rock,['Rock'],['Rock'],1,Rock
Reneé Rapp,BITE ME,6.4,Pop/R&B,Interscope,Walden Green,2025.0,2025-08-02,713,https://www.pitchfork.com/reviews/albums/renee-rapp-bite-me/,Pop_R&B,['Pop_R&B'],['Pop/R&B'],1,Pop/R&B
Wisp,If Not Winter,5.8,Rock,Interscope,Kieran Press-Reynolds,2025.0,2025-08-01,730,https://www.pitchfork.com/reviews/albums/wisp-if-not-winter/,Rock,['Rock'],['Rock'],1,Rock
Sofia Kourtesis,VolverEP,7.4,Electronic,Ninja Tune,Eric Torres,2025.0,2025-08-01,516,https://www.pitchfork.com/reviews/albums/sofia-kourtesis-volver-ep/,Electronic,['Electronic'],['Electronic'],1,Electronic
zayALLCAPS,art Pop * pop Art,7.8,Rap,autotuneKaraoke,Samuel Hyland,2025.0,2025-08-01,663,https://www.pitchfork.com/reviews/albums/zayallcaps-art-pop-pop-art/,Rap,['Rap'],['Rap'],1,Rap
Freddie Gibbs,Alfredo 2,7.3,Rap,Rabbit Vision / ALC,Paul A. Thompson,2025.0,2025-07-31,904,https://www.pitchfork.com/reviews/albums/freddie-gibbs-the-alchemist-alfredo-2/,Rap,['Rap'],['Rap'],1,Rap
YoungBoy Never Broke Again,MASA,6.4,Rap,Never Broke Again / Motown,Matthew Ritchie,2025.0,2025-07-31,869,https://www.pitchfork.com/reviews/albums/youngboy-never-broke-again-masa/,Rap,['Rap'],['Rap'],1,Rap
Lelo,New Detroit,7.8,Rap,10K Projects,Alphonse Pierre,2025.0,2025-07-31,869,https://www.pitchfork.com/reviews/albums/lelo-new-detroit/,Rap,['Rap'],['Rap'],1,Rap
Madonna,Veronica Electronica,5.9,Pop/R&B,Warner,Owen Myers,2025.0,2025-07-30,1066,https://www.pitchfork.com/reviews/albums/madonna-veronica-electronica/,Pop_R&B,['Pop_R&B'],['Pop/R&B'],1,Pop/R&B
Kurt Vile,Classic Love (ep),6.4,Rock,Verve,Stephen M. Deusner,2025.0,2025-07-30,723,https://www.pitchfork.com/reviews/albums/kurt-vile-classic-love-ep/,Rock,['Rock'],['Rock'],1,Rock
Homeboy Sandman,Soli Deo Gloria,6.8,Rap,Dirty Looks / We Buy Gold,Dean Van Nguyen,2025.0,2025-07-30,657,https://www.pitchfork.com/reviews/albums/homeboy-sandman-sonnyjim-soli-deo-gloria/,Rap,['Rap'],['Rap'],1,Rap
Chuquimamani-Condori,Edits,7.7,Experimental,self-released,Sam Goldner,2025.0,2025-07-29,826,https://www.pitchfork.com/reviews/albums/chuquimamani-condori-edits/,Experimental,['Experimental'],['Experimental'],1,Experimental
Loe Shimmy,Rockstar Junkie,6.5,Rap,Rebel / Gamma.,Donald Morrison,2025.0,2025-07-29,616,https://www.pitchfork.com/reviews/albums/loe-shimmy-rockstar-junkie/,Rap,['Rap'],['Rap'],1,Rap
Cory Hanson,I Love People,7.7,Rock,Drag City,Ryan Meehan,2025.0,2025-07-29,707,https://www.pitchfork.com/reviews/albums/cory-hanson-i-love-people/,Rock,['Rock'],['Rock'],1,Rock
Indigo De Souza,Precipice,6.6,Rock,Loma Vista,Grace Robins-Somerville,2025.0,2025-07-28,567,https://www.pitchfork.com/reviews/albums/indigo-de-souza-precipice/,Rock,['Rock'],['Rock'],1,Rock
rRoxymore,Juggling Dualities,7.4,Electronic,!K7,Joshua Minsoo Kim,2025.0,2025-07-28,521,https://www.pitchfork.com/reviews/albums/rroxymore-juggling-dualities/,Electronic,['Electronic'],['Electronic'],1,Electronic
Far Caspian,Autofiction,7.1,Rock,Tiny Library,Nina Corcoran,2025.0,2025-07-28,663,https://www.pitchfork.com/reviews/albums/far-caspian-autofiction/,Rock,['Rock'],['Rock'],1,Rock
Deee-Lite,Dewdrops in the Garden,8.5,Electronic / Pop/R&B,Elektra,Rich Juzwiak,1994.0,2025-07-27,2542,https://www.pitchfork.com/reviews/albums/deee-lite-dewdrops-in-the-garden/,Electronic / Pop_R&B,"['Electronic', 'Pop_R&B']","['Electronic', 'Pop/R&B']",2,Electronic
Tyler Childers,Snipe Hunter,7.8,Folk/Country,Hickman Holler / RCA,Millan Verma,2025.0,2025-07-26,716,https://www.pitchfork.com/reviews/albums/tyler-childers-snipe-hunter/,Folk_Country,['Folk_Country'],['Folk/Country'],1,Folk/Country
Ryan Davis & the Roadhouse Band,New Threats From the Soul,8.7,Rock,Sophomore Lounge / Tough Love,Sam Sodomsky,2025.0,2025-07-25,1012,https://www.pitchfork.com/reviews/albums/ryan-davis-and-the-roadhouse-band-new-threats-from-the-soul/,Rock,['Rock'],['Rock'],1,Rock
Cleo Reed,Cuntry,7.9,Electronic,self-released,Vrinda Jagota,2025.0,2025-07-25,726,https://www.pitchfork.com/reviews/albums/cleo-reed-cuntry/,Electronic,['Electronic'],['Electronic'],1,Electronic
forty winks,Love Is a Dog From HellEP,7.8,Rock,Crafted Sounds,Shaad D’Souza,2025.0,2025-07-25,478,https://www.pitchfork.com/reviews/albums/forty-winks-love-is-a-dog-from-hell-ep/,Rock,['Rock'],['Rock'],1,Rock
"Tyler, the Creator",DON’T TAP THE GLASS,7.7,Rap,Columbia,Stephen Kearse,2025.0,2025-07-24,859,https://www.pitchfork.com/reviews/albums/tyler-the-creator-dont-tap-the-glass/,Rap,['Rap'],['Rap'],1,Rap
Raekwon,The Emperor’s New Clothes,6.0,Rap,Mass Appeal,Pete Tosiello,2025.0,2025-07-24,623,https://www.pitchfork.com/reviews/albums/raekwon-the-emperors-new-clothes/,Rap,['Rap'],['Rap'],1,Rap
Anycia,Grady Baby,6.7,Rap / Pop/R&B,UnitedMasters,Olivier Lafontant,2025.0,2025-07-24,781,https://www.pitchfork.com/reviews/albums/anycia-dj-drama-grady-baby/,Rap / Pop_R&B,"['Rap', 'Pop_R&B']","['Rap', 'Pop/R&B']",2,Rap
Che,REST IN BASS,8.3,Rap,10K Projects,Rae-Aila Crumble,2025.0,2025-07-23,668,https://www.pitchfork.com/reviews/albums/che-rest-in-bass/,Rap,['Rap'],['Rap'],1,Rap
Laura Jane Grace,Adventure Club,6.8,Rock,Polyvinyl,Liam Konemann,2025.0,2025-07-23,604,https://www.pitchfork.com/reviews/albums/laura-jane-grace-adventure-club/,Rock,['Rock'],['Rock'],1,Rock
Alex Warren,You’ll Be Alright Kid,5.0,Pop/R&B,Atlantic,Hannah Jocelyn,2025.0,2025-07-23,853,https://www.pitchfork.com/reviews/albums/alex-warren-youll-be-alright-kid/,Pop_R&B,['Pop_R&B'],['Pop/R&B'],1,Pop/R&B
Two Shell,IIcons,6.9,Electronic,Young,Andrew Ryce,2025.0,2025-07-22,906,https://www.pitchfork.com/reviews/albums/two-shell-iicons/,Electronic,['Electronic'],['Electronic'],1,Electronic
Sofie Birch,Hiraeth,7.9,Experimental,Unsound,Philip Sherburne,2025.0,2025-07-22,689,https://www.pitchfork.com/reviews/albums/sofia-birch-antonina-nowacka-hiraeth/,Experimental,['Experimental'],['Experimental'],1,Experimental
Jonathan Richman,Only Frozen Sky Anyway,7.8,Rock,Blue Arrow,Stephen Thomas Erlewine,2025.0,2025-07-22,694,https://www.pitchfork.com/reviews/albums/jonathan-richman-only-frozen-sky-anyway/,Rock,['Rock'],['Rock'],1,Rock
JACKBOYS,JACKBOYS 2,4.8,Rap,Cactus Jack / Epic,Matthew Ritchie,2025.0,2025-07-21,849,https://www.pitchfork.com/reviews/albums/jackboys-jackboys-2/,Rap,['Rap'],['Rap'],1,Rap
Disiniblud,Disiniblud,7.7,Experimental,Smugglers Way,Minna Zhou,2025.0,2025-07-21,702,https://www.pitchfork.com/reviews/albums/disiniblud-rachika-nayar-nina-keith-disiniblud/,Experimental,['Experimental'],['Experimental'],1,Experimental
Le Diouck,Grace Joke,7.7,Electronic,Pan,Joseph Francis,2025.0,2025-07-21,701,https://www.pitchfork.com/reviews/albums/le-diouck-grace-joke/,Electronic,['Electronic'],['Electronic'],1,Electronic
Connie Converse,"How Sad, How Lovely",9.4,Folk/Country,Lau Derette,Sophie Kemp,2009.0,2025-07-20,1805,https://www.pitchfork.com/reviews/albums/connie-converse-how-sad-how-lovely/,Folk_Country,['Folk_Country'],['Folk/Country'],1,Folk/Country
Sly and the Family Stone,The First Family: Live at the Winchester Cathedral 1967,7.7,Rock,High Moon,Daniel Bromfield,2025.0,2025-07-19,1004,https://www.pitchfork.com/reviews/albums/sly-and-the-family-stone-live-at-the-winchester-cathedral-1967/,Rock,['Rock'],['Rock'],1,Rock
Jim Legxacy,black british music (2025),7.8,Rap / Experimental,XL,Mehan Jayasuriya,2025.0,2025-07-18,899,https://www.pitchfork.com/reviews/albums/jim-legxacy-black-british-music-2025/,Rap / Experimental,"['Rap', 'Experimental']","['Rap', 'Experimental']",2,Rap
Burna Boy,No Sign of Weakness,5.9,Pop/R&B,Spaceship / Bad Habit / Atlantic,Boutayna Chokrane,2025.0,2025-07-18,531,https://www.pitchfork.com/reviews/albums/burna-boy-no-sign-of-weakness/,Pop_R&B,['Pop_R&B'],['Pop/R&B'],1,Pop/R&B
$ilkMoney,WHO WATERS THE WILTING GIVING TREE ONCE THE LEAVES DRY UP AND FRUITS NO LONGER BEAR?,8.0,Rap,Lex,Dash Lewis,2025.0,2025-07-18,1009,https://www.pitchfork.com/reviews/albums/silkmoney-who-waters-the-wilting-giving-tree-once-the-leaves-dry-up-and-fruits-no-longer-bear/,Rap,['Rap'],['Rap'],1,Rap
Alex G,Headlights,8.5,Rock,RCA,Ian Cohen,2025.0,2025-07-17,1041,https://www.pitchfork.com/reviews/albums/alex-g-headlights/,Rock,['Rock'],['Rock'],1,Rock
Takako Minekawa,traces of the ceiling,6.9,Electronic,tone poem,Joshua Minsoo Kim,2025.0,2025-07-17,569,https://www.pitchfork.com/reviews/albums/takako-minekawa-traces-of-the-ceiling/,Electronic,['Electronic'],['Electronic'],1,Electronic
DEMIYAA,My World,6.4,Rap,self-released,Alphonse Pierre,2025.0,2025-07-17,687,https://www.pitchfork.com/reviews/albums/demiyaa-lil-rae-my-world/,Rap,['Rap'],['Rap'],1,Rap
Justin Bieber,SWAG,7.3,Pop/R&B,Def Jam,Rawiya Kameir,2025.0,2025-07-16,1325,https://www.pitchfork.com/reviews/albums/justin-bieber-swag/,Pop_R&B,['Pop_R&B'],['Pop/R&B'],1,Pop/R&B
gyrofield,Suspension of BeliefEP,8.1,Electronic,Kapsela,Philip Sherburne,2025.0,2025-07-16,718,https://www.pitchfork.com/reviews/albums/gyrofield-suspension-of-belief-ep/,Electronic,['Electronic'],['Electronic'],1,Electronic
Brutus VIII,Do It for the MoneyEP,6.8,Rock,American Death,Samuel Hyland,2025.0,2025-07-16,594,https://www.pitchfork.com/reviews/albums/brutus-viii-do-it-for-the-money-ep/,Rock,['Rock'],['Rock'],1,Rock
Open Mike Eagle,Neighborhood Gods Unlimited,8.5,Rap,Auto Reverse,Paul A. Thompson,2025.0,2025-07-15,1116,https://www.pitchfork.com/reviews/albums/open-mike-eagle-neighborhood-gods-unlimited/,Rap,['Rap'],['Rap'],1,Rap
DJ Haram,Beside Myself,7.8,Electronic,Hyperdub,Ben Cardew,2025.0,2025-07-15,556,https://www.pitchfork.com/reviews/albums/dj-haram-beside-myself/,Electronic,['Electronic'],['Electronic'],1,Electronic
Jonny Nash,Once Was Ours Forever,7.4,Electronic / Experimental,Melody as Truth,Daniel Bromfield,2025.0,2025-07-15,525,https://www.pitchfork.com/reviews/albums/jonny-nash-once-was-ours-forever/,Electronic / Experimental,"['Electronic', 'Experimental']","['Electronic', 'Experimental']",2,Electronic
Wet Leg,moisturizer,7.8,Rock,Domino,Aimee Cliff,2025.0,2025-07-14,847,https://www.pitchfork.com/reviews/albums/wet-leg-moisturizer/,Rock,['Rock'],['Rock'],1,Rock
Tony Njoku,All Our Knives Are Always Sharp,7.7,Rap / Pop/R&B,Studio Njoku,Cameron Cook,2025.0,2025-07-14,731,https://www.pitchfork.com/reviews/albums/tony-njoku-all-our-knives-are-always-sharp/,Rap / Pop_R&B,"['Rap', 'Pop_R&B']","['Rap', 'Pop/R&B']",2,Rap
STOMACH BOOK,GOODNIGHT HYPNOPOMP,6.1,Pop/R&B,SpikeChain,Jude Noel,2025.0,2025-07-14,743,https://www.pitchfork.com/reviews/albums/stomach-book-goodnight-hypnopomp/,Pop_R&B,['Pop_R&B'],['Pop/R&B'],1,Pop/R&B
Tori Amos,Boys for Pele,9.2,Rock,Atlantic,Emma Madden,1996.0,2025-07-13,3346,https://www.pitchfork.com/reviews/albums/tori-amos-boys-for-pele/,Rock,['Rock'],['Rock'],1,Rock
Wavves,Spun,5.8,Rock,Ghost Ramp,Arielle Gordon,2025.0,2025-07-12,667,https://www.pitchfork.com/reviews/albums/wavves-spun/,Rock,['Rock'],['Rock'],1,Rock
Clipse,Let God Sort Em Out,6.5,Rap,Roc Nation Distribution,Alphonse Pierre,2025.0,2025-07-11,1418,https://www.pitchfork.com/reviews/albums/clipse-let-god-sort-em-out/,Rap,['Rap'],['Rap'],1,Rap
d.silvestre,O Que as Mulheres Querem,7.3,Electronic / Rap,OneRPM / Submundo 808,Benny Sun,2025.0,2025-07-11,743,https://www.pitchfork.com/reviews/albums/dsilvestre-o-que-as-mulheres-querem/,Electronic / Rap,"['Electronic', 'Rap']","['Electronic', 'Rap']",2,Electronic
MikeBrokeasf,EM0THUG,6.4,Rap,self-released,Olivier Lafontant,2025.0,2025-07-11,644,https://www.pitchfork.com/reviews/albums/mikebrokeasf-em0thug/,Rap,['Rap'],['Rap'],1,Rap
Double Virgo,Shakedown,6.5,Rock,Year0001,Samuel Hyland,2025.0,2025-07-10,653,https://www.pitchfork.com/reviews/albums/double-virgo-shakedown/,Rock,['Rock'],['Rock'],1,Rock
Jeremiah Chiu,Different Rooms,7.8,Experimental / Electronic,International Anthem,Walden Green,2025.0,2025-07-10,705,https://www.pitchfork.com/reviews/albums/jeremiah-chiu-marta-sofia-honer-different-rooms/,Experimental / Electronic,"['Experimental', 'Electronic']","['Experimental', 'Electronic']",2,Experimental
Boundary,Epicenter Imager,7.2,Electronic,Brutaż / Clone,Maxie Younger,2025.0,2025-07-10,578,https://www.pitchfork.com/reviews/albums/boundary-epicenter-imager/,Electronic,['Electronic'],['Electronic'],1,Electronic
Smut,Tomorrow Comes Crashing,7.4,Rock,Bayonet,Zach Schonfeld,2025.0,2025-07-09,573,https://www.pitchfork.com/reviews/albums/smut-tomorrow-comes-crashing/,Rock,['Rock'],['Rock'],1,Rock
Kesha,.,5.1,Pop/R&B,Kesha,Claire Lobenfeld,2025.0,2025-07-09,481,https://www.pitchfork.com/reviews/albums/kesha-period/,Pop_R&B,['Pop_R&B'],['Pop/R&B'],1,Pop/R&B
Pan American,Interior of an Edifice Under the Sea,6.5,Electronic / Rock / Experimental,Shimmy-Disc,Daniel Bromfield,2025.0,2025-07-09,670,https://www.pitchfork.com/reviews/albums/pan-american-kramer-interior-of-an-edifice-under-the-sea/,Electronic / Rock / Experimental,"['Electronic', 'Rock', 'Experimental']","['Electronic', 'Rock', 'Experimental']",3,Electronic
LAZER DIM 700,Sins Aloud,7.3,Rap,Santa Anna,Paul A. Thompson,2025.0,2025-07-08,754,https://www.pitchfork.com/reviews/albums/lazer-dim-700-sins-aloud/,Rap,['Rap'],['Rap'],1,Rap
Ben LaMar Gay,Yowzers,7.8,Jazz,International Anthem,Matthew Blackwell,2025.0,2025-07-08,701,https://www.pitchfork.com/reviews/albums/ben-lamar-gay-yowzers/,Jazz,['Jazz'],['Jazz'],1,Jazz
Media Puzzle,IntermissionEP,7.6,Rock,Impressed,Nina Corcoran,2025.0,2025-07-08,551,https://www.pitchfork.com/reviews/albums/media-puzzle-intermission-ep/,Rock,['Rock'],['Rock'],1,Rock
Maxo,MARS IS ELECTRIC,7.6,Rap,SMILEFORME,Dash Lewis,2025.0,2025-07-07,532,https://www.pitchfork.com/reviews/albums/maxo-mars-is-electric/,Rap,['Rap'],['Rap'],1,Rap
Juan Wauters,MVD LUV,7.7,Rock,Captured Tracks,Alex Robert Ross,2025.0,2025-07-07,762,https://www.pitchfork.com/reviews/albums/juan-wauters-mvd-luv/,Rock,['Rock'],['Rock'],1,Rock
,,8.0,Electronic,,Will Lynch,,2025-07-07,799,https://www.pitchfork.com/reviews/albums/ex-libris-001-002/,Electronic,['Electronic'],['Electronic'],1,Electronic
Karol G,Tropicoqueta,8.0,Pop/R&B,Bichota,Tatiana Lee Rodriguez,2025.0,2025-07-03,1061,https://www.pitchfork.com/reviews/albums/karol-g-tropicoqueta/,Pop_R&B,['Pop_R&B'],['Pop/R&B'],1,Pop/R&B
Baby Mel,EL CHITO,7.4,Rap,self-released,Alphonse Pierre,2025.0,2025-07-03,584,https://www.pitchfork.com/reviews/albums/baby-mel-el-chito/,Rap,['Rap'],['Rap'],1,Rap
Pi’erre Bourne,Made in Paris,6.0,Rap,SossHouse / Interscope,Mano Sundaresan,2025.0,2025-07-02,696,https://www.pitchfork.com/reviews/albums/pierre-bourne-made-in-paris/,Rap,['Rap'],['Rap'],1,Rap
Biosphere,The Way of Time,7.1,Experimental,AD 93,Daniel Bromfield,2025.0,2025-07-02,564,https://www.pitchfork.com/reviews/albums/biosphere-the-way-of-time/,Experimental,['Experimental'],['Experimental'],1,Experimental
KATSEYE,BEAUTIFUL CHAOSEP,5.5,Pop/R&B,HYBE / Geffen,Joshua Minsoo Kim,2025.0,2025-07-01,990,https://www.pitchfork.com/reviews/albums/katseye-beautiful-chaos-ep/,Pop_R&B,['Pop_R&B'],['Pop/R&B'],1,Pop/R&B
Nikki Nair,Violence Is the AnswerEP,6.6,Electronic,Future Classic,Will Lynch,2025.0,2025-07-01,720,https://www.pitchfork.com/reviews/albums/nikki-nair-violence-is-the-answer-ep/,Electronic,['Electronic'],['Electronic'],1,Electronic
Merzbow,Sedonis,7.8,Experimental,Signal Noise,Grayson Haver Currin,2025.0,2025-07-01,970,https://www.pitchfork.com/reviews/albums/merzbow-sedonis/,Experimental,['Experimental'],['Experimental'],1,Experimental
Frankie Cosmos,Different Talking,7.5,Rock,Sub Pop,Marissa Lorusso,2025.0,2025-06-30,607,https://www.pitchfork.com/reviews/albums/frankie-cosmos-different-talking/,Rock,['Rock'],['Rock'],1,Rock
Matmos,Metallic Life Review,7.2,Experimental,Thrill Jockey,Matthew Blackwell,2025.0,2025-06-30,715,https://www.pitchfork.com/reviews/albums/matmos-metallic-life-review/,Experimental,['Experimental'],['Experimental'],1,Experimental
Blonde Redhead,The Shadow of the Guest,6.1,Rock,Section1,Claire Lobenfeld,2025.0,2025-06-30,617,https://www.pitchfork.com/reviews/albums/blonde-redhead-the-shadow-of-the-guest/,Rock,['Rock'],['Rock'],1,Rock
Lorde,Virgin,7.6,Pop/R&B,Republic,Olivia Horn,2025.0,2025-06-28,1145,https://www.pitchfork.com/reviews/albums/lorde-virgin/,Pop_R&B,['Pop_R&B'],['Pop/R&B'],1,Pop/R&B
Nick León,A Tropical Entropy,8.3,Electronic,TraTraTrax,Andrew Ryce,2025.0,2025-06-27,1168,https://www.pitchfork.com/reviews/albums/nick-leon-a-tropical-entropy/,Electronic,['Electronic'],['Electronic'],1,Electronic
Gelli Haha,Switcheroo,7.6,Electronic,Innovative Leisure,Harry Tafoya,2025.0,2025-06-27,1013,https://www.pitchfork.com/reviews/albums/gelli-haha-switcheroo/,Electronic,['Electronic'],['Electronic'],1,Electronic
Cocojoey,STARS,7.3,Electronic,Hausu Mountain,Colin Joyce,2025.0,2025-06-27,537,https://www.pitchfork.com/reviews/albums/cocojoey-stars/,Electronic,['Electronic'],['Electronic'],1,Electronic
Bruce Springsteen,Tracks II: The Lost Albums,8.5,Rock,Columbia,Sam Sodomsky,2025.0,2025-06-26,1499,https://www.pitchfork.com/reviews/albums/bruce-springsteen-tracks-ii-the-lost-albums/,Rock,['Rock'],['Rock'],1,Rock
Yaya Bey,do it afraid,7.5,Pop/R&B,Drink Sum Wtr,Stephen Kearse,2025.0,2025-06-26,731,https://www.pitchfork.com/reviews/albums/yaya-bey-do-it-afraid/,Pop_R&B,['Pop_R&B'],['Pop/R&B'],1,Pop/R&B
U.S. Girls,Scratch It,8.0,Pop/R&B,4AD,Sadie Sartini Garner,2025.0,2025-06-25,1264,https://www.pitchfork.com/reviews/albums/us-girls-scratch-it/,Pop_R&B,['Pop_R&B'],['Pop/R&B'],1,Pop/R&B
