artist,album,score,genre,label,reviewer,year,review_date,length,url
Flying Lotus,Yasuke,7.4,Electronic,Warp,Nadine Smith,2021.0,2021-05-06,1012,https://www.pitchfork.com/reviews/albums/flying-lotus-yasuke/
Jeff Rosenstock,SKA DREAM,8.0,Rock,Polyvinyl,Brad Shoup,2021.0,2021-05-05,1045,https://www.pitchfork.com/reviews/albums/jeff-rosenstock-ska-dream/
Rochelle Jordan,Play With the Changes,7.0,Pop/R&B,Young Art,Katherine St. Asaph,2021.0,2021-05-05,492,https://www.pitchfork.com/reviews/albums/rochelle-jordan-play-with-the-changes/
Shelley FKA DRAM,Shelley FKA DRAM,7.5,Pop/R&B,EMPIRE / Atlantic,Eric Torres,2021.0,2021-05-05,754,https://www.pitchfork.com/reviews/albums/shelley-fka-dram-shelley-fka-dram/
girl in red,if i could make it go quiet,6.8,Pop/R&B,World in Red / AWAL,Quinn Moreland,2021.0,2021-05-05,858,https://www.pitchfork.com/reviews/albums/girl-in-red-if-i-could-make-it-go-quiet/
Growing,Diptych,7.4,Experimental / Metal / Rock,Silver Current,Brian Coney,2021.0,2021-05-04,493,https://www.pitchfork.com/reviews/albums/growing-diptych/
Matt Sweeney,Superwolves,8.0,Rock / Folk/Country,Drag City,Sadie Sartini Garner,2021.0,2021-05-04,1176,https://www.pitchfork.com/reviews/albums/matt-sweeney-bonnie-prince-billy-superwolves/
Ashley Monroe,Rosegold,5.7,Folk/Country,Mountainrose Sparrow / Thirty Tigers,Stephen M. Deusner,2021.0,2021-05-04,577,https://www.pitchfork.com/reviews/albums/ashley-monroe-rosegold/
Guided by Voices,Earth Man Blues,6.8,Rock,Guided by Voices Inc.,Hubert Adjei-Kontoh,2021.0,2021-05-04,700,https://www.pitchfork.com/reviews/albums/guided-by-voices-earth-man-blues/
Joseph Shabason,The Fellowship,7.3,Jazz,Western Vinyl,Zach Schonfeld,2021.0,2021-05-03,771,https://www.pitchfork.com/reviews/albums/joseph-shabason-the-fellowship/
Dawn Richard,Second Line: An Electro Revival,8.0,Pop/R&B,Merge,Tarisai Ngangura,2021.0,2021-05-03,1039,https://www.pitchfork.com/reviews/albums/dawn-second-line-an-electro-revival/
Satomimagae,Hanazono,7.6,Electronic,Rvng Intl.,Rob Arcand,2021.0,2021-05-03,717,https://www.pitchfork.com/reviews/albums/satomimagae-hanazono/
Paul Jacobs,Pink Dogs on the Green Grass,7.5,Rock,Blow the Fuse,Jesse Locke,2021.0,2021-05-03,565,https://www.pitchfork.com/reviews/albums/paul-jacobs-pink-dogs-on-the-green-grass/
Joan Armatrading,Joan Armatrading,9.1,Rock,A&M,Jenn Pelly,1976.0,2021-05-02,1987,https://www.pitchfork.com/reviews/albums/joan-armatrading-joan-armatrading/
Telex,This Is Telex,6.6,Electronic / Pop/R&B,Mute,Robert Ham,2021.0,2021-05-01,766,https://www.pitchfork.com/reviews/albums/telex-this-is-telex/
Topaz Jones,Don’t Go Tellin’ Your Momma,7.4,Rap,New Funk Academy / Black Canopy,Eric Torres,2021.0,2021-04-30,640,https://www.pitchfork.com/reviews/albums/topaz-jones-dont-go-tellin-your-momma/
Marianne Faithfull,She Walks in Beauty,6.7,Rock / Experimental,BMG,Daniel Felsenthal,2021.0,2021-04-30,771,https://www.pitchfork.com/reviews/albums/marianne-faithfull-warren-ellis-she-walks-in-beauty/
Leon Vynehall,"Rare, Forever",7.8,Electronic,Ninja Tune,Shawn Reynaldo,2021.0,2021-04-30,758,https://www.pitchfork.com/reviews/albums/leon-vynehall-rare-forever/
Teenage Fanclub,Endless Arcade,7.0,Rock,Merge,Sam Sodomsky,2021.0,2021-04-30,616,https://www.pitchfork.com/reviews/albums/teenage-fanclub-endless-arcade/
Moneybagg Yo,A Gangsta’s Pain,6.8,Rap,CMG / N-Less / Interscope,Nadine Smith,2021.0,2021-04-29,549,https://www.pitchfork.com/reviews/albums/moneybagg-yo-a-gangstas-pain/
Róisín Murphy,Crooked Machine,7.7,Pop/R&B / Electronic,Skint,Shaad D’Souza,2021.0,2021-04-29,832,https://www.pitchfork.com/reviews/albums/roisin-murphy-crooked-machine/
Dām Funk,Architecture III,7.3,Pop/R&B,Glydezone,Jay Balfour,2021.0,2021-04-29,549,https://www.pitchfork.com/reviews/albums/dam-funk-architecture-iii/
Porter Robinson,Nurture,7.6,Electronic,Mom+Pop,Colin Joyce,2021.0,2021-04-29,506,https://www.pitchfork.com/reviews/albums/porter-robinson-nurture/
Lil Yachty,Michigan Boy Boat,6.8,Rap,Quality Control / Motown,Alphonse Pierre,2021.0,2021-04-28,705,https://www.pitchfork.com/reviews/albums/lil-yachty-michigan-boy-boat/
LCY,Pulling Teeth EP,7.2,Electronic,SZNS7N,Will Pritchard,2021.0,2021-04-28,599,https://www.pitchfork.com/reviews/albums/lcy-pulling-teeth-ep/
The Juan MacLean,I Can’t Explain EP,7.3,Electronic / Rock,Me Me Me,Ben Cardew,2021.0,2021-04-28,602,https://www.pitchfork.com/reviews/albums/the-juan-maclean-i-cant-explain-ep/
Ethel Cain,Inbred EP,7.6,Rock,Daughters of Cain,Arielle Gordon,2021.0,2021-04-28,699,https://www.pitchfork.com/reviews/albums/ethel-cain-inbred-ep/
Arooj Aftab,Vulture Prince,8.2,Jazz,New Amsterdam,Bhanuj Kappal,2021.0,2021-04-27,976,https://www.pitchfork.com/reviews/albums/arooj-aftab-vulture-prince/
Snoop Dogg,From tha Streets 2 tha Suites,6.9,Rap,Doggy Style,Paul A. Thompson,2021.0,2021-04-27,534,https://www.pitchfork.com/reviews/albums/snoop-dogg-from-tha-streets-2-tha-suites/
Field Music,Flat White Moon,6.1,Rock,Memphis Industries,Dean Van Nguyen,2021.0,2021-04-27,598,https://www.pitchfork.com/reviews/albums/field-music-flat-white-moon/
Vision Video,Inked in Red,7.0,Rock,Icy Cold,Stuart Berman,2021.0,2021-04-26,552,https://www.pitchfork.com/reviews/albums/vision-video-inked-in-red/
Young Thug,Slime Language 2,6.7,Rap,Young Stoner Life / 300 Entertainment,Mehan Jayasuriya,2021.0,2021-04-26,840,https://www.pitchfork.com/reviews/albums/young-thug-gunna-young-stoner-life-slime-language-2/
Natural Information Society,descension (Out of Our Constrictions),7.5,Jazz / Experimental,Eremite,Andy Beta,2021.0,2021-04-26,715,https://www.pitchfork.com/reviews/albums/natural-information-society-evan-parke-descension-out-of-our-constrictions/
Spiritualized,Lazer Guided Melodies,9.0,Rock,Fat Possum,Ben Cardew,2021.0,2021-04-26,611,https://www.pitchfork.com/reviews/albums/spiritualized-lazer-guided-melodies/
Sonny Sharrock,Ask the Ages,9.5,Experimental / Jazz,Axiom,Andy Cush,1991.0,2021-04-25,2725,https://www.pitchfork.com/reviews/albums/sonny-sharrock-ask-the-ages/
iLoveMakonnen,My Parade,7.0,Rap,Timeless Magic / Cor Tan,Mano Sundaresan,2021.0,2021-04-24,730,https://www.pitchfork.com/reviews/albums/ilovemakonnen-my-parade/
96 Back,9696 Dream,7.4,Electronic,Local Action,Philip Sherburne,2021.0,2021-04-23,699,https://www.pitchfork.com/reviews/albums/96-back-9696-dream/
Sour Widows,Crossing Over EP,7.4,Rock,Exploding in Sound,Marc Hogan,2021.0,2021-04-23,586,https://www.pitchfork.com/reviews/albums/sour-widows-crossing-over-ep/
Sonic Boom,Almost Nothing Is Nearly Enough,7.6,Electronic,Carpark,Daniel Felsenthal,2021.0,2021-04-23,653,https://www.pitchfork.com/reviews/albums/sonic-boom-almost-nothing-is-nearly-enough/
Dinosaur Jr.,Sweep It Into Space,7.3,Rock,Jagjaguwar,Zach Schonfeld,2021.0,2021-04-23,638,https://www.pitchfork.com/reviews/albums/dinosaur-jr-sweep-it-into-space/
Rob Frye,Exoplanet,7.6,Experimental,Astral Spirits,Dave Segal,2021.0,2021-04-22,610,https://www.pitchfork.com/reviews/albums/rob-frye-exoplanet/
Blair,Tears to Grow EP,7.7,Rock,self-released,Jenn Pelly,2021.0,2021-04-22,577,https://www.pitchfork.com/reviews/albums/blair-tears-to-grow-ep/
Azu Tiwaline,Draw Me a Silence,7.3,Electronic,I.O.T,Philip Sherburne,2021.0,2021-04-22,681,https://www.pitchfork.com/reviews/albums/azu-tiwaline-draw-me-a-silence/
The Who,The Who Sell Out (Super Deluxe),8.5,Rock,UMe / Polydor,Sam Sodomsky,2021.0,2021-04-22,996,https://www.pitchfork.com/reviews/albums/the-who-the-who-sell-out-super-deluxe/
John FM,American Spirit EP,7.2,Electronic,XL,Hubert Adjei-Kontoh,2021.0,2021-04-21,653,https://www.pitchfork.com/reviews/albums/john-fm-american-spirit-ep/
claire rousay,a softer focus,7.6,Experimental / Electronic,American Dreams,Rob Arcand,2021.0,2021-04-21,576,https://www.pitchfork.com/reviews/albums/claire-rousay-a-softer-focus/
Kero Kero Bonito,Civilisation II EP,7.5,Pop/R&B,Polyvinyl,Shaad D’Souza,2021.0,2021-04-21,970,https://www.pitchfork.com/reviews/albums/kero-kero-bonito-civilisation-ii-ep/
Conway the Machine,La Maquina,7.5,Rap,Griselda / Drumwork Music Group / EMPIRE,Dylan Green,2021.0,2021-04-21,665,https://www.pitchfork.com/reviews/albums/conway-the-machine-la-maquina/
Andy Stott,Never the Right Time,6.0,Electronic,Modern Love,Brian Howe,2021.0,2021-04-20,545,https://www.pitchfork.com/reviews/albums/andy-stott-never-the-right-time/
Taylor Swift,Fearless (Taylor’s Version),7.5,Pop/R&B,Republic,Dani Blum,2021.0,2021-04-20,811,https://www.pitchfork.com/reviews/albums/taylor-swift-fearless-taylors-version/
Caroline Kingsbury,Heaven’s Just a Flight,6.7,Rock,Fortune Tellers,Arielle Gordon,2021.0,2021-04-20,588,https://www.pitchfork.com/reviews/albums/caroline-kingsbury-heavens-just-a-flight/
Vladislav Delay,Rakka II,7.8,Electronic,Cosmo Rhythmatic,Joshua Minsoo Kim,2021.0,2021-04-20,629,https://www.pitchfork.com/reviews/albums/vladislav-delay-rakka-ii/
OMAAR,Drum Temple,7.7,Electronic,NAAFI,Isabelia Herrera,2021.0,2021-04-19,543,https://www.pitchfork.com/reviews/albums/omaar-drum-temple/
Cory Hanson,Pale Horse Rider,7.5,Rock,Drag City,Stuart Berman,2021.0,2021-04-19,778,https://www.pitchfork.com/reviews/albums/cory-hanson-pale-horse-rider/
Sharon Van Etten,epic Ten,7.8,Rock,Ba Da Bing,Jenn Pelly,2021.0,2021-04-19,1347,https://www.pitchfork.com/reviews/albums/sharon-van-etten-epic-ten/
Bill MacKay,Keys,7.4,Folk/Country,Drag City,Stephen M. Deusner,2021.0,2021-04-19,641,https://www.pitchfork.com/reviews/albums/bill-mackay-nathan-bowles-keys/
Speaker Knockerz,Married to the Money II #MTTM2,7.2,Rap,Talibandz Entertainment,Alphonse Pierre,2014.0,2021-04-18,1967,https://www.pitchfork.com/reviews/albums/speaker-knockerz-married-to-the-money-2-mttm2/
Paul McCartney,McCartney III Imagined,6.6,Rock,Capitol,Stuart Berman,2021.0,2021-04-17,781,https://www.pitchfork.com/reviews/albums/paul-mccartney-mccartney-iii-imagined/
Howie Lee,Birdy Island,7.6,Electronic / Experimental,Mais Um Discos,Minna Zhou,2021.0,2021-04-16,737,https://www.pitchfork.com/reviews/albums/howie-lee-birdy-island/
London Grammar,Californian Soil,6.2,Pop/R&B,Ministry of Sound / Columbia,Hannah Jocelyn,2021.0,2021-04-16,553,https://www.pitchfork.com/reviews/albums/london-grammar-californian-soil/
Cannibal Corpse,Violence Unimagined,7.3,Metal,Metal Blade,Sam Sodomsky,2021.0,2021-04-16,732,https://www.pitchfork.com/reviews/albums/cannibal-corpse-violence-unimagined/
The Armed,ULTRAPOP,8.2,Rock,Sargent House,Evan Minsker,2021.0,2021-04-16,983,https://www.pitchfork.com/reviews/albums/the-armed-ultrapop/
Vijay Iyer,Uneasy,8.6,Jazz,ECM,Nate Chinen,2021.0,2021-04-15,991,https://www.pitchfork.com/reviews/albums/vijay-iyer-linda-may-han-oh-tyshawn-uneasy/
The Drums,Mommy Don’t Spank Me,6.7,Pop/R&B,Island,Shane Barnes,2021.0,2021-04-15,837,https://www.pitchfork.com/reviews/albums/the-drums-mommy-dont-spank-me/
Various Artists,"Doom Mix, Vol. V",7.3,Doom Trip,Doom Trip,Joshua Minsoo Kim,2021.0,2021-04-15,624,https://www.pitchfork.com/reviews/albums/various-artists-doom-mix-vol-v/
Sorry,Twixtustwain EP,7.0,Rock,Domino,Quinn Moreland,2021.0,2021-04-15,466,https://www.pitchfork.com/reviews/albums/sorry-twixtustwain-ep/
BROCKHAMPTON,"ROADRUNNER: NEW LIGHT, NEW MACHINE",7.4,Rap,Question Everything / RCA,Matthew Strauss,2021.0,2021-04-14,780,https://www.pitchfork.com/reviews/albums/brockhampton-roadrunner-new-light-new-machine/
Kassa Overall,Shades of Flu 2,7.6,Jazz / Rap,self-released,Dean Van Nguyen,2021.0,2021-04-14,716,https://www.pitchfork.com/reviews/albums/kassa-overall-shades-of-flu-2/
Evan Greer,Spotify Is Surveillance,6.7,Rock,Get Better / Don Giovanni,Sasha Geffen,2021.0,2021-04-14,645,https://www.pitchfork.com/reviews/albums/evan-greer-spotify-is-surveillance/
Jasiah,War,6.1,Rap,Atlantic,Nadine Smith,2021.0,2021-04-14,574,https://www.pitchfork.com/reviews/albums/jasiah-war/
Benny Sings,Music,6.7,Pop/R&B,Stones Throw,Jay Balfour,2021.0,2021-04-13,659,https://www.pitchfork.com/reviews/albums/benny-sings-music/
Damon Locks,NOW,7.7,Jazz / Experimental,International Anthem,Steven Arroyo,2021.0,2021-04-13,994,https://www.pitchfork.com/reviews/albums/damon-locks-black-monument-ensemble-now/
Yaya Bey,The Things I Can’t Take With Me EP,7.0,Pop/R&B,Big Dada,Eric Torres,2021.0,2021-04-13,489,https://www.pitchfork.com/reviews/albums/yaya-bey-the-things-i-cant-take-with-me-ep/
Home Is Where,I Became Birds,8.0,Rock,Knifepunch,Ian Cohen,2021.0,2021-04-13,710,https://www.pitchfork.com/reviews/albums/home-is-where-i-became-birds/
Yoshinori Hayashi,Pulse of Defiance,7.2,Electronic,Smalltown Supersound,Nadine Smith,2021.0,2021-04-12,571,https://www.pitchfork.com/reviews/albums/yoshinori-hayashi-pulse-of-defiance/
Matthew E. White,Broken Mirror: A Selfie Reflection,7.4,Rock / Experimental,Spacebomb / Jagjaguwar,Ben Cardew,2021.0,2021-04-12,598,https://www.pitchfork.com/reviews/albums/matthew-e-white-lonnie-holley-broken-mirror-a-selfie-reflection/
38Kea,"Seeds, Thy Divine Thresher",7.6,Rock / Rap,Lost Appeal,Hubert Adjei-Kontoh,2021.0,2021-04-12,751,https://www.pitchfork.com/reviews/albums/38kea-seeds-thy-divine-thresher/
CFCF,Memoryland,7.0,Electronic,BGM Solutions,Shawn Reynaldo,2021.0,2021-04-12,923,https://www.pitchfork.com/reviews/albums/cfcf-memoryland/
Lync,These Are Not Fall Colors,8.7,Rock,K,Philip Sherburne,1994.0,2021-04-11,3554,https://www.pitchfork.com/reviews/albums/lync-these-are-not-fall-colors/
,,8.4,Electronic / Pop/R&B,,Shy Clara Thompson,,2021-04-10,1021,https://www.pitchfork.com/reviews/albums/haruomi-hosono-sfx-the-endless-talking-paradise-view-mercuric-dance/
Prabh Deep,Tabia,7.3,Rap,Azadi,Bhanuj Kappal,2021.0,2021-04-09,1505,https://www.pitchfork.com/reviews/albums/prabh-deep-tabia/
Esperanza Spalding,TRIANGLE,7.8,Jazz,Concord,Shannon J. Effinger,2021.0,2021-04-09,857,https://www.pitchfork.com/reviews/albums/esperanza-spalding-triangle/
Fake Fruit,Fake Fruit,7.5,Rock,Rocks in Your Head,Maria Sherman,2021.0,2021-04-09,670,https://www.pitchfork.com/reviews/albums/fake-fruit-fake-fruit/
Spirit of the Beehive,"ENTERTAINMENT, DEATH",8.3,Rock,Saddle Creek,Sophie Kemp,2021.0,2021-04-09,811,https://www.pitchfork.com/reviews/albums/spirit-of-the-beehive-entertainment-death/
Various Artists,ARENA02,7.5,Agva,Agva,Isabelia Herrera,2021.0,2021-04-08,630,https://www.pitchfork.com/reviews/albums/various-artists-arena02/
Basside,Fuck It Up EP,6.9,Electronic,Sorry,Colin Joyce,2021.0,2021-04-08,598,https://www.pitchfork.com/reviews/albums/basside-fuck-it-up-ep/
Bruiser Wolf,Dope Game Stupid,7.6,Rap,Bruiser Brigade,Dylan Green,2021.0,2021-04-08,743,https://www.pitchfork.com/reviews/albums/bruiser-wolf-dope-game-stupid/
Ecco2k,PXE EP,7.0,Electronic,Year0001,Ben Dandridge-Lemco,2021.0,2021-04-08,627,https://www.pitchfork.com/reviews/albums/ecco2k-pxe-ep/
Ryley Walker,Course in Fable,7.6,Folk/Country,Husky Pants,Dave Segal,2021.0,2021-04-07,737,https://www.pitchfork.com/reviews/albums/ryley-walker-course-in-fable/
Demi Lovato,Dancing With the Devil…The Art of Starting Over,6.5,Pop/R&B,Island,Quinn Moreland,2021.0,2021-04-07,1198,https://www.pitchfork.com/reviews/albums/demi-lovato-dancing-with-the-devilthe-art-of-starting-over/
Los,F**K Da World,7.5,Rap,PANAGNL4E,Alphonse Pierre,2021.0,2021-04-07,540,https://www.pitchfork.com/reviews/albums/los-fk-da-world/
Various Artists,Bills & Aches & Blues,6.9,4AD,4AD,Marc Hogan,2021.0,2021-04-07,961,https://www.pitchfork.com/reviews/albums/various-artists-bills-and-aches-and-blues/
La Femme,Paradigmes,6.9,Rock,Disque Pointu / Idol,Sophie Kemp,2021.0,2021-04-06,721,https://www.pitchfork.com/reviews/albums/la-femme-paradigmes/
Body Meat,Year of the Orc EP,7.0,Experimental,self-released,Colin Joyce,2021.0,2021-04-06,571,https://www.pitchfork.com/reviews/albums/body-meat-year-of-the-orc-ep/
CRIMEAPPLE,YDFWC?,7.4,Rap,Manteca Music,Matthew Ismael Ruiz,2021.0,2021-04-06,532,https://www.pitchfork.com/reviews/albums/crimeapple-ydfwc/
Ratboys,"Happy Birthday, Ratboy",7.2,Rock,Topshelf,Pete Tosiello,2021.0,2021-04-06,707,https://www.pitchfork.com/reviews/albums/ratboys-happy-birthday-ratboy/
Moontype,Bodies of Water,7.6,Rock,Born Yesterday,Steven Arroyo,2021.0,2021-04-05,655,https://www.pitchfork.com/reviews/albums/moontype-bodies-of-water/
Francis of Delirium,Wading EP,7.4,Rock,Dalliance,Jerry Cowgill,2021.0,2021-04-05,528,https://www.pitchfork.com/reviews/albums/francis-of-delirium-wading-ep/
Flock of Dimes,Head of Roses,7.5,Rock,Sub Pop,Amanda Wicks,2021.0,2021-04-05,657,https://www.pitchfork.com/reviews/albums/flock-of-dimes-head-of-roses/
Godspeed You! Black Emperor,G_d’s Pee AT STATE’S END!,8.1,Rock / Experimental,Constellation,Grayson Haver Currin,2021.0,2021-04-05,856,https://www.pitchfork.com/reviews/albums/godspeed-you-black-emperor-g-ds-pee-at-states-end/
Joyce Manor,Joyce Manor,8.5,Rock,6131,Ian Cohen,2011.0,2021-04-04,2317,https://www.pitchfork.com/reviews/albums/joyce-manor-joyce-manor/
Eve,Scorpion,8.3,Rap,Ruff Ryders / Interscope,Clover Hope,2021.0,2021-04-03,1071,https://www.pitchfork.com/reviews/albums/eve-scorpion/
Renée Reed,Renée Reed,7.7,Folk/Country,Keeled Scales,Jayson Greene,2021.0,2021-04-02,472,https://www.pitchfork.com/reviews/albums/renee-reed-renee-reed/
Dry Cleaning,New Long Leg,8.6,Rock,4AD,Jill Mapes,2021.0,2021-04-02,1185,https://www.pitchfork.com/reviews/albums/dry-cleaning-new-long-leg/
Facta,Blush,7.0,Electronic,Wisdom Teeth,Will Pritchard,2021.0,2021-04-02,541,https://www.pitchfork.com/reviews/albums/facta-blush/
Caterina Barbieri,Fantas Variations,6.5,Experimental,Editions Mego,Jonathan Williger,2021.0,2021-04-02,448,https://www.pitchfork.com/reviews/albums/caterina-barbieri-fantas-variations/
Esther Rose,How Many Times,7.4,Folk/Country,Father/Daughter,Stephen M. Deusner,2021.0,2021-04-01,522,https://www.pitchfork.com/reviews/albums/esther-rose-how-many-times/
YBN Nahmir,VISIONLAND,5.3,Rap,Atlantic,Dylan Green,2021.0,2021-04-01,633,https://www.pitchfork.com/reviews/albums/ybn-nahmir-visionland/
Pink Siifu,$mokebreak EP,6.3,Rap,Lex,Pete Tosiello,2021.0,2021-04-01,568,https://www.pitchfork.com/reviews/albums/pink-siifu-fly-anakin-dollarmokebreak-ep/
Chris Corsano,Made Out of Sound,8.1,Jazz / Experimental,Palilalia,Mark Richardson,2021.0,2021-04-01,701,https://www.pitchfork.com/reviews/albums/chris-corsano-bill-orcutt-made-out-of-sound/
Real Estate,Half a Human EP,6.1,Rock,Domino,Ian Cohen,2021.0,2021-03-31,849,https://www.pitchfork.com/reviews/albums/real-estate-half-a-human-ep/
Armand Hammer,Haram,7.8,Rap,Backwoodz Studioz,Matthew Ismael Ruiz,2021.0,2021-03-31,543,https://www.pitchfork.com/reviews/albums/armand-hammer-the-alchemist-haram/
Starrah,The Longest Interlude,6.5,Rap / Pop/R&B,Platoon,Eric Torres,2021.0,2021-03-31,532,https://www.pitchfork.com/reviews/albums/starrah-the-longest-interlude/
Young Dolph,Dum and Dummer 2,7.5,Rap,Paper Route Empire,Nadine Smith,2021.0,2021-03-31,932,https://www.pitchfork.com/reviews/albums/young-dolph-key-glock-dum-and-dummer-2/
The Antlers,Green to Gold,7.4,Rock,Anti-,Ian Cohen,2021.0,2021-03-30,679,https://www.pitchfork.com/reviews/albums/the-antlers-green-to-gold/
The Peacers,Blexxed Rec,7.0,Rock,Drag City,Brian Coney,2021.0,2021-03-30,797,https://www.pitchfork.com/reviews/albums/the-peacers-blexxed-rec/
Tex Crick,Live in… New York City,7.3,Rock,Mac’s Record Label,Shaad D’Souza,2021.0,2021-03-30,809,https://www.pitchfork.com/reviews/albums/tex-crick-live-in-new-york-city/
Lost Girls,Menneskekollektivet,8.4,Experimental,Smalltown Supersound,Sophie Kemp,2021.0,2021-03-30,593,https://www.pitchfork.com/reviews/albums/lost-girls-menneskekollektivet/
Xiu Xiu,OH NO,7.0,Experimental / Rock,Polyvinyl,Brian Howe,2021.0,2021-03-29,752,https://www.pitchfork.com/reviews/albums/xiu-xiu-oh-no/
,,6.1,Pop/R&B,,Tarisai Ngangura,,2021-03-29,728,https://www.pitchfork.com/reviews/albums/umi-introspection-reimagined/
Anna Fox Rochinski,Cherry,7.2,Pop/R&B,Don Giovanni,Sophia June,2021.0,2021-03-29,475,https://www.pitchfork.com/reviews/albums/anna-fox-rochinski-cherry/
serpentwithfeet,DEACON,7.7,Pop/R&B,Secretly Canadian,Adlan Jackson,2021.0,2021-03-29,852,https://www.pitchfork.com/reviews/albums/serpentwithfeet-deacon/
Alicia Keys,Songs in A Minor,8.5,Pop/R&B,J,Clover Hope,2001.0,2021-03-28,1776,https://www.pitchfork.com/reviews/albums/alicia-keys-songs-in-a-minor/
Joe Strummer,Assembly,8.0,Rock,Dark Horse,Elizabeth Nelson,2021.0,2021-03-27,742,https://www.pitchfork.com/reviews/albums/joe-strummer-assembly/
Hecker,Statistique Synthétique / Teum (the Silvery Slit),6.3,Electronic / Jazz,Portraits GRM,Sunik Kim,2021.0,2021-03-26,617,https://www.pitchfork.com/reviews/albums/hecker-okkyung-lee-statistique-synthetique-teum-the-silvery-slit/
Vegyn,Like a Good Old Friend EP,6.8,Electronic,PLZ Make It Ruins,Eric Torres,2021.0,2021-03-26,477,https://www.pitchfork.com/reviews/albums/vegyn-like-a-good-old-friend-ep/
Floating Points,Promises,9.0,Electronic / Jazz,Luaka Bop,Mark Richardson,2021.0,2021-03-26,941,https://www.pitchfork.com/reviews/albums/floating-points-pharoah-sanders-the-promises/
Ben Howard,Collections From the Whiteout,6.9,Folk/Country,Island,Hannah Jocelyn,2021.0,2021-03-26,742,https://www.pitchfork.com/reviews/albums/ben-howard-collections-from-the-whiteout/
